MODEL,OA_DATE,ITEM_CODE,QTY,UNIT_PRICE,BASIC_VALUE,ITEM_DESCRIPTION
ACR SPARES,2023-07-31,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-07-31,336.40.401.50.,12.0,6408.0,76896.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-07-31,085.00.003.50.,15.0,3600.0,54000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-07-31,336.40.401.50.,6.0,6408.0,38448.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-07-31,082.03.110.50.,6.0,2944.0,17664.0,PISTON KC/KCX
ACR SPARES,2023-07-31,085.00.003.50.,30.0,3600.0,108000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-07-31,085.00.003.50.,100.0,3600.0,360000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-07-31,085.00.003.50.,20.0,3600.0,72000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-01,085.00.003.50.,30.0,3600.0,108000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-02,082.03.110.50.,1.0,2078.0,2078.0,PISTON KC/KCX
ACR SPARES,2023-08-02,085.00.003.50.,50.0,3600.0,180000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-02,082.04.030.50.,9.0,1065.0,9585.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-03,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-04,993.00.311.00.,20.0,93.0,1860.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-08-04,336.40.401.50.,14.0,6408.0,89712.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-04,082.03.110.50.,20.0,2944.0,58880.0,PISTON KC/KCX
ACR SPARES,2023-08-04,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-04,082.04.030.50.,60.0,1509.0,90540.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-04,082.03.110.50.,21.0,2944.0,61824.0,PISTON KC/KCX
ACR SPARES,2023-08-04,336.40.401.50.,12.0,6408.0,76896.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-04,082.04.030.50.,38.0,1509.0,57342.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-04,993.00.311.00.,21.0,93.0,1953.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-08-04,085.00.003.50.,30.0,3600.0,108000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-04,082.03.110.50.,11.0,2944.0,32384.0,PISTON KC/KCX
ACR SPARES,2023-08-05,084.19.001.50.,1.0,2975.0,2975.0,GASKET SET KC4
ACR SPARES,2023-08-05,336.40.401.50.,7.0,6408.0,44856.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-05,336.40.401.50.,8.0,6408.0,51264.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-05,085.00.003.50.,55.0,3600.0,198000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-05,085.00.003.50.,20.0,3600.0,72000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-05,336.40.401.50.,6.0,3769.0,22614.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-05,082.04.030.50.,6.0,887.0,5322.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-05,082.03.110.50.,6.0,1731.0,10386.0,PISTON KC/KCX
ACR SPARES,2023-08-05,336.40.401.50.,12.0,6408.0,76896.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-05,085.00.003.50.,15.0,3600.0,54000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-05,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-05,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-07,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-07,082.04.030.50.,35.0,1509.0,52815.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-08,082.08.000.50.,11.0,6137.0,67507.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-08,085.00.003.50.,20.0,3600.0,72000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-08,082.08.000.50.,1.0,6137.0,6137.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-08,336.40.401.50.,24.0,6408.0,153792.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-08,082.03.110.50.,24.0,2944.0,70656.0,PISTON KC/KCX
ACR SPARES,2023-08-09,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-09,993.00.311.00.,20.0,93.0,1860.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-08-09,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-09,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-09,082.08.000.50.,7.0,6137.0,42959.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-09,085.00.003.50.,25.0,3600.0,90000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-09,085.00.003.50.,22.0,3600.0,79200.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-09,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-09,085.00.003.50.,78.0,3600.0,280800.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-09,085.00.003.50.,10.0,3600.0,36000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-10,085.00.003.50.,50.0,3600.0,180000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-11,082.08.000.50.,2.0,6137.0,12274.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-11,082.04.030.50.,19.0,1509.0,28671.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-11,336.40.401.50.,8.0,6408.0,51264.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-11,082.03.110.50.,20.0,2944.0,58880.0,PISTON KC/KCX
ACR SPARES,2023-08-11,336.40.401.50.,12.0,6408.0,76896.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-11,082.04.030.50.,14.0,1509.0,21126.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-11,082.03.110.50.,12.0,2944.0,35328.0,PISTON KC/KCX
ACR SPARES,2023-08-11,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-11,336.40.401.50.,12.0,6408.0,76896.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-11,082.03.110.50.,12.0,2944.0,35328.0,PISTON KC/KCX
ACR SPARES,2023-08-11,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-11,336.40.401.50.,6.0,6408.0,38448.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-11,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-11,082.03.110.50.,15.0,2944.0,44160.0,PISTON KC/KCX
ACR SPARES,2023-08-11,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-11,336.40.401.50.,14.0,6408.0,89712.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-12,085.00.003.50.,25.0,3600.0,90000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-12,082.08.000.50.,20.0,6137.0,122740.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-12,082.03.110.50.,16.0,2944.0,47104.0,PISTON KC/KCX
ACR SPARES,2023-08-12,082.04.030.50.,40.0,1509.0,60360.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-12,993.00.311.00.,50.0,93.0,4650.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-08-14,084.19.001.50.,1.0,2975.0,2975.0,GASKET SET KC4
ACR SPARES,2023-08-14,082.03.110.50.,9.0,2944.0,26496.0,PISTON KC/KCX
ACR SPARES,2023-08-14,351.03.301.50.,25.0,4255.0,106375.0,LINER CYLINDER AC70
ACR SPARES,2023-08-14,085.00.003.50.,35.0,3600.0,126000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-14,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-14,085.00.003.50.,15.0,3600.0,54000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-16,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-16,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-16,993.00.311.00.,33.0,93.0,3069.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-08-16,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-08-16,336.40.401.50.,12.0,6408.0,76896.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-16,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-08-16,085.00.003.50.,50.0,3600.0,180000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-16,085.00.003.50.,30.0,3600.0,108000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-17,082.03.110.50.,15.0,2944.0,44160.0,PISTON KC/KCX
ACR SPARES,2023-08-17,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-17,336.40.401.50.,6.0,6408.0,38448.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-17,082.03.110.50.,8.0,2944.0,23552.0,PISTON KC/KCX
ACR SPARES,2023-08-18,085.00.003.50.,15.0,3600.0,54000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-19,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-19,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-19,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-19,082.04.030.50.,6.0,1509.0,9054.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-19,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-08-21,082.04.030.50.,14.0,1509.0,21126.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-21,082.03.110.50.,20.0,2944.0,58880.0,PISTON KC/KCX
ACR SPARES,2023-08-21,082.04.030.50.,50.0,1509.0,75450.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-21,085.00.003.50.,21.0,3600.0,75600.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-21,085.00.003.50.,50.0,3600.0,180000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-21,993.00.311.00.,20.0,93.0,1860.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-08-21,336.40.401.50.,14.0,6408.0,89712.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-22,082.03.110.50.,7.0,2944.0,20608.0,PISTON KC/KCX
ACR SPARES,2023-08-22,336.40.401.50.,6.0,6408.0,38448.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-22,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-22,082.04.030.50.,30.0,1509.0,45270.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-22,082.08.000.50.,6.0,6137.0,36822.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-22,993.00.311.00.,12.0,93.0,1116.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-08-23,082.03.110.50.,6.0,2944.0,17664.0,PISTON KC/KCX
ACR SPARES,2023-08-23,085.00.003.50.,25.0,3600.0,90000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-24,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-24,082.03.110.50.,11.0,2944.0,32384.0,PISTON KC/KCX
ACR SPARES,2023-08-24,082.08.000.50.,7.0,6137.0,42959.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-24,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-24,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-08-24,082.08.000.50.,1.0,6137.0,6137.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-24,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-24,336.40.401.50.,6.0,6408.0,38448.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-24,993.00.311.00.,100.0,93.0,9300.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-08-24,082.03.110.50.,1.0,2944.0,2944.0,PISTON KC/KCX
ACR SPARES,2023-08-24,082.08.000.50.,8.0,6137.0,49096.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-24,082.08.000.50.,4.0,6137.0,24548.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-24,085.00.003.50.,30.0,3600.0,108000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-24,085.00.003.50.,50.0,3600.0,180000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-24,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-24,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-08-24,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-08-25,082.03.110.50.,11.0,2944.0,32384.0,PISTON KC/KCX
ACR SPARES,2023-08-25,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-25,993.00.311.00.,10.0,93.0,930.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-08-25,082.04.030.50.,16.0,1509.0,24144.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-25,085.00.003.50.,15.0,3600.0,54000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-25,082.04.030.50.,19.0,1509.0,28671.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-25,085.00.003.50.,10.0,3600.0,36000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-25,993.00.311.00.,22.0,93.0,2046.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-08-25,085.00.003.50.,21.0,3600.0,75600.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-25,082.04.030.50.,25.0,1509.0,37725.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-25,336.40.401.50.,12.0,6408.0,76896.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-26,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-26,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-26,336.40.401.50.,25.0,6408.0,160200.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-26,082.03.110.50.,20.0,2944.0,58880.0,PISTON KC/KCX
ACR SPARES,2023-08-26,085.00.003.50.,30.0,3600.0,108000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-26,351.03.301.50.,25.0,4255.0,106375.0,LINER CYLINDER AC70
ACR SPARES,2023-08-29,082.03.110.50.,6.0,2944.0,17664.0,PISTON KC/KCX
ACR SPARES,2023-08-29,082.08.000.50.,8.0,6137.0,49096.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-29,082.08.000.50.,6.0,6137.0,36822.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-29,082.04.030.50.,12.0,1509.0,18108.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-29,082.08.000.50.,6.0,6137.0,36822.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-29,336.40.401.50.,16.0,6408.0,102528.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-29,085.00.003.50.,50.0,3600.0,180000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-29,336.40.401.50.,8.0,6408.0,51264.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-29,082.04.030.50.,24.0,1509.0,36216.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-30,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-30,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-30,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-08-30,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-30,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-30,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-30,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-30,085.00.003.50.,20.0,3600.0,72000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-30,082.04.030.50.,12.0,1509.0,18108.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-31,082.04.030.50.,8.0,1509.0,12072.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-31,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-31,336.40.401.50.,8.0,6408.0,51264.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-31,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-08-31,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-31,082.08.000.50.,6.0,6137.0,36822.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-31,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-31,082.03.110.50.,6.0,2944.0,17664.0,PISTON KC/KCX
ACR SPARES,2023-08-31,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-31,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-08-31,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-31,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-31,993.00.311.00.,50.0,93.0,4650.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-08-31,993.00.311.00.,30.0,93.0,2790.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-08-31,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-31,082.04.030.50.,22.0,1509.0,33198.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-31,082.03.110.50.,6.0,2944.0,17664.0,PISTON KC/KCX
ACR SPARES,2023-08-31,993.00.311.00.,16.0,93.0,1488.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-08-31,082.08.000.50.,7.0,6137.0,42959.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-31,082.03.110.50.,15.0,2944.0,44160.0,PISTON KC/KCX
ACR SPARES,2023-08-31,336.40.401.50.,7.0,6408.0,44856.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-31,993.00.311.00.,20.0,93.0,1860.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-08-31,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-08-31,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-31,993.00.311.00.,21.0,93.0,1953.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-08-31,082.08.000.50.,8.0,6137.0,49096.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-31,085.00.003.50.,100.0,3600.0,360000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-08-31,082.03.110.50.,15.0,2944.0,44160.0,PISTON KC/KCX
ACR SPARES,2023-08-31,336.40.401.50.,12.0,6408.0,76896.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-31,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-08-31,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-31,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-08-31,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-01,082.04.030.50.,25.0,1509.0,37725.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-01,085.00.003.50.,28.0,3600.0,100800.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-09-01,082.08.000.50.,8.0,6137.0,49096.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-01,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-01,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-01,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-01,085.00.003.50.,22.0,3600.0,79200.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-09-02,082.08.000.50.,20.0,6137.0,122740.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-02,082.04.030.50.,40.0,1509.0,60360.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-02,082.03.110.50.,15.0,2944.0,44160.0,PISTON KC/KCX
ACR SPARES,2023-09-02,993.00.311.00.,100.0,93.0,9300.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-09-02,336.40.401.50.,15.0,6408.0,96120.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-02,336.40.401.50.,6.0,6408.0,38448.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-04,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-09-04,085.00.003.50.,50.0,3600.0,180000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-09-04,085.00.003.50.,25.0,3600.0,90000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-09-04,336.40.401.50.,8.0,6408.0,51264.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-05,085.00.003.50.,25.0,3600.0,90000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-09-05,085.00.003.50.,40.0,3600.0,144000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-09-05,082.03.110.50.,6.0,2944.0,17664.0,PISTON KC/KCX
ACR SPARES,2023-09-05,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-05,085.00.003.50.,21.0,3600.0,75600.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-09-05,082.03.110.50.,20.0,2944.0,58880.0,PISTON KC/KCX
ACR SPARES,2023-09-05,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-05,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-05,085.00.003.50.,50.0,3600.0,180000.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-09-05,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-09-05,084.19.001.50.,2.0,2975.0,5950.0,GASKET SET KC4
ACR SPARES,2023-09-05,336.40.401.50.,6.0,6408.0,38448.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-05,084.19.001.50.,2.0,2975.0,5950.0,GASKET SET KC4
ACR SPARES,2023-09-06,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-07,993.00.311.00.,50.0,93.0,4650.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-09-08,084.19.001.50.,2.0,2975.0,5950.0,GASKET SET KC4
ACR SPARES,2023-09-08,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
